country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Indonesia,Sulawesi Selatan,75,4547457,2410049,2382830,31710,7528,11511,5434,15648,7723,12225,8467,7034,20247,7377,12505,14188,6871,16653,23029,26280,18249,14618,15235,11018,7588,10810,15841,6955,5288789,7907862,3906577,10966176,5368142,8319152,5656124,4305984,12805234,4750561,8173943,9706798,4707075,11805861,16242559,17866215,12768443,10047251,10294023,7627704,5564349,7983453,11343990,5075107
Indonesia,Sulawesi Tengah,0,6115641,6115641,6115641,39521,17621,33282,20168,40279,18115,30714,20410,16793,52623,22055,26449,37755,31100,50558,97353,77676,39484,40355,49669,28491,24242,26664,49136,31352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tengah,10,6115641,5740346,5681548,39521,17580,33218,20145,40212,18091,30670,20374,16755,52513,22014,26272,37321,29035,47626,93244,75020,37532,38199,46481,27229,23015,25147,44471,29435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tengah,15,6115641,5710299,5645681,39521,17571,33203,20142,40195,18085,30659,20367,16747,52486,22005,26243,37270,28853,47354,92822,74802,37369,37995,46190,27104,22887,25010,44032,29215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tengah,20,6115641,5694407,5633959,39521,17563,33187,20138,40182,18080,30650,20359,16742,52463,21994,26226,37239,28750,47153,92510,74605,37217,37828,45955,26987,22785,24884,43726,29056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tengah,25,6115641,5681989,5611010,39521,17557,33181,20136,40172,18077,30644,20355,16738,52449,21990,26215,37214,28663,47031,92326,74497,37143,37731,45818,26924,22724,24805,43516,28953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tengah,30,6115641,5659031,5588918,39521,17547,33169,20131,40160,18074,30635,20347,16733,52427,21980,26195,37172,28515,46762,91932,74262,36947,37525,45513,26788,22583,24645,43093,28744,12428948,23385492,13841708,28834641,13144848,22045753,14464731,11829213,36157946,15667417,18729086,27777898,21307812,31992205,57308397,41189343,25193733,25296803,30572299,18237145,15613883,17154002,29829629,20285309
Indonesia,Sulawesi Tengah,50,6115641,5563255,5450312,39521,17479,33041,20081,39996,18027,30548,20275,16655,52178,21895,26072,36945,27951,45634,90217,72942,36078,36516,44055,26113,22008,23992,41247,27873,12410698,23347233,13826725,28782368,13129616,22017195,14441699,11806557,36076494,15638177,18685891,27695205,21096353,31558812,56639194,40677191,24836133,24874374,29940801,17949072,15377760,16874459,29014643,19904201
Indonesia,Sulawesi Tengah,75,6115641,5256814,5130750,39521,16981,32048,19568,38824,17610,29772,19679,16192,50461,21263,25353,35771,25970,40870,83202,66993,32110,32286,38610,23216,19469,21126,35109,24644,12213085,22926137,13617799,28273889,12946901,21678057,14184821,11621438,35349004,15358008,18359357,27158121,20161023,29349537,53371715,37973479,22891304,22793120,27200040,16494429,14106540,15417744,25803944,18207151
Indonesia,Sulawesi Tenggara,0,3663093,3663093,3663093,47717,16168,15984,13483,41917,16490,44606,10022,8761,30359,7659,23488,23947,18147,48338,49996,41525,30768,28703,42100,21250,14534,15697,45550,20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tenggara,10,3663093,3233388,3229577,47717,16038,15910,13450,41749,16450,44484,10003,8729,30217,7647,23103,23275,15934,41153,44631,39008,27781,25003,36168,19318,12751,13766,35925,17471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tenggara,15,3663093,3208814,3201781,47717,16012,15892,13443,41700,16443,44455,9996,8719,30176,7641,23055,23205,15779,40670,44275,38830,27571,24743,35756,19186,12636,13634,35310,17270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tenggara,20,3663093,3193606,3186791,47717,15987,15874,13433,41662,16431,44423,9992,8712,30141,7638,23012,23136,15667,40296,43992,38681,27392,24532,35441,19083,12543,13531,34867,17130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tenggara,25,3663093,3181521,3164639,47717,15970,15865,13426,41633,16426,44406,9987,8707,30114,7636,22983,23100,15602,40099,43836,38597,27303,24423,35266,19024,12495,13477,34624,17050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Tenggara,30,3663093,3163838,3151224,47717,15947,15851,13418,41603,16418,44384,9984,8700,30091,7630,22949,23041,15485,39717,43540,38445,27135,24214,34956,18920,12405,13369,34164,16908,10169831,10377807,9347131,29328104,11463861,29285970,6969525,5790844,19951838,5476674,14926665,15481424,10210219,25294326,28523866,25372965,18303384,15859900,23569141,13097017,8748481,9496938,23182187,11842099
Indonesia,Sulawesi Tenggara,50,3663093,3075180,3050917,47717,15720,15717,13347,41262,16336,44060,9916,8604,29713,7594,22616,22678,14854,37655,41802,37480,26136,23009,33106,18305,11897,12768,31642,16142,10117245,10342284,9327200,29233913,11440192,29193053,6950333,5762497,19832018,5464103,14824635,15367222,9995194,24563540,27901237,25012895,17920407,15388762,22817776,12846521,8552728,9262599,22114884,11525933
Indonesia,Sulawesi Tenggara,75,3663093,2822638,2809184,47717,14696,14878,12887,39455,15808,42006,9541,8117,27826,7340,21289,21347,12804,30840,35803,33910,22541,19013,27397,16108,10240,10812,24199,13566,9775331,10022294,9142451,28514888,11228511,28399668,6812404,5582823,19082454,5354837,14300727,14826739,9104421,21519322,25235619,23396385,16251439,13485372,20036343,11778354,7760660,8312978,18286239,10222450
Indonesia,Sulawesi Utara,0,1450713,1450713,1450713,4054,4534,7706,2915,6858,3479,4901,4291,1613,7020,2044,3124,2693,1855,7568,16304,9243,6212,8261,10102,3438,3155,3039,7186,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Utara,10,1450713,1329032,1312198,4054,4525,7693,2913,6847,3476,4897,4284,1611,7007,2039,3119,2677,1748,7046,15786,8907,5899,7672,9210,3198,2907,2807,6092,3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Utara,15,1450713,1321676,1301305,4054,4524,7690,2910,6845,3475,4895,4282,1611,7004,2039,3118,2675,1739,7000,15741,8873,5868,7618,9133,3179,2885,2785,6005,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Utara,20,1450713,1317112,1299213,4054,4522,7687,2910,6844,3475,4895,4281,1609,7001,2038,3117,2673,1732,6974,15704,8851,5846,7584,9083,3167,2871,2776,5951,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Utara,25,1450713,1314043,1294561,4054,4522,7686,2910,6842,3475,4894,4280,1609,7001,2037,3117,2672,1730,6962,15687,8844,5837,7568,9064,3161,2865,2769,5928,3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Utara,30,1450713,1305508,1287301,4054,4520,7683,2910,6841,3473,4894,4278,1609,6999,2037,3116,2671,1715,6875,15596,8782,5777,7455,8921,3124,2824,2731,5793,3474,3294206,5721596,2303683,5135478,2625402,3603132,3172735,1174697,5093019,1489483,2254193,1871892,1209358,4862561,10853927,5885109,4201972,5429694,6485071,2242271,2165404,2103626,4498387,2607491
Indonesia,Sulawesi Utara,50,1450713,1277909,1240880,4054,4504,7662,2907,6826,3469,4884,4265,1604,6973,2031,3107,2657,1687,6736,15431,8669,5675,7273,8636,3059,2752,2660,5502,3333,3288541,5714610,2302532,5130078,2623329,3599270,3167558,1173699,5083226,1487260,2250482,1866803,1197705,4802498,10779619,5836380,4155205,5343283,6348550,2211660,2128474,2067937,4342590,2540767
Indonesia,Sulawesi Utara,75,1450713,1185486,1151278,4054,4366,7470,2866,6683,3412,4796,4147,1568,6754,1975,3020,2563,1548,6085,14552,8105,5174,6459,7487,2740,2424,2338,4486,2818,3227236,5623403,2283280,5065344,2597853,3558151,3109708,1155070,4976660,1459932,2209948,1821450,1127793,4463864,10305753,5545696,3883068,4888492,5687105,2034507,1930315,1874816,3693093,2248278
Indonesia,Sumatera Barat,0,4214586,4214586,4214586,107826,15105,15450,9862,26647,29358,32812,31750,34096,40668,23010,42677,36664,23020,31727,23247,40990,54207,39022,32991,33488,39201,38145,38308,35490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Barat,10,4214586,3885065,3816471,107826,15056,15412,9844,26591,29315,32767,31714,34063,40590,22981,42619,36556,22575,30777,22649,39593,52068,37760,31349,30965,36371,36109,35762,32822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Barat,15,4214586,3859990,3784696,107826,15046,15404,9841,26578,29306,32750,31702,34055,40574,22975,42606,36545,22525,30706,22595,39462,51890,37642,31236,30787,36190,35943,35580,32636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Barat,20,4214586,3844454,3773383,107826,15036,15397,9839,26565,29299,32742,31693,34048,40560,22970,42592,36531,22489,30648,22557,39363,51772,37557,31139,30629,36048,35810,35431,32476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Barat,25,4214586,3831991,3754636,107826,15028,15390,9836,26556,29292,32732,31684,34043,40551,22967,42583,36525,22469,30620,22538,39293,51687,37507,31080,30538,35953,35731,35339,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Barat,30,4214586,3810773,3732176,107826,15016,15384,9833,26547,29284,32715,31672,34037,40537,22960,42570,36511,22433,30560,22500,39172,51512,37400,30977,30395,35801,35602,35180,32209,9017154,10946027,6925240,19550162,23398786,23944895,23416049,25112921,29260461,15887809,30825617,28198779,15784603,19153561,14375404,25164386,32806043,22459269,17493056,14199181,18921715,21147747,20412308,18836603
Indonesia,Sumatera Barat,50,4214586,3708105,3613289,107826,14907,15294,9793,26404,29163,32583,31514,33940,40325,22891,42425,36399,22203,30242,22277,38505,50621,36814,30404,29677,35040,34800,34340,31326,8998322,10923856,6915026,19513122,23360237,23910713,23380266,25085181,29198046,15867142,30783585,28169422,15721057,19058299,14297659,24917036,32494275,22244595,17293035,13984282,18699101,20876722,20153371,18604813
Indonesia,Sumatera Barat,75,4214586,3431665,3363352,107826,14232,14692,9460,25322,28235,31501,30197,33082,38982,22374,41534,35733,21169,28734,21175,35679,46665,34401,27556,25660,30445,31231,30402,27008,8829426,10709695,6791645,19096216,22985652,23513505,22996117,24763018,28689862,15669556,30442645,27917356,15379669,18487300,13847562,23706833,30871281,21266018,16270344,12846446,17310531,19633303,18884130,17434919
Indonesia,Sumatera Selatan,0,8699118,8699118,8699118,649459,60149,67436,31567,103820,90082,175178,177851,191230,203526,121033,134056,368517,109038,174804,186629,301344,151950,148571,122282,125925,93236,103131,169250,145548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Selatan,10,8699118,7351075,7113543,649459,59527,66540,31043,102918,88516,172270,175611,190053,202319,120543,132941,363351,102785,163120,173509,281924,131791,130538,107173,112168,81429,91156,145606,126046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Selatan,15,8699118,7239961,6974413,649459,59407,66400,30961,102739,88107,171557,175062,189832,202092,120462,132742,362786,102289,162095,172209,280049,129412,128900,105805,110974,80346,90117,143625,124198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Selatan,20,8699118,7171027,6908650,649459,59244,66224,30836,102477,87895,171142,174710,189600,201818,120334,132564,362151,101788,161146,171081,278596,127733,127573,104661,110006,79341,89154,141821,122824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Selatan,25,8699118,7123101,6820395,649459,59148,66079,30770,102313,87678,170771,174413,189438,201676,120270,132439,361840,101540,160629,170523,277747,126758,126890,103940,109466,78858,88688,140909,122048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Selatan,30,8699118,7037599,6740751,649459,59014,65958,30693,102154,87403,170369,173988,189246,201438,120180,132284,361299,100948,159552,169040,275754,124661,125458,102590,108366,77866,87810,139240,120445,31281401,46501832,19401195,69740460,65351204,143867576,173093278,154544676,151514614,102276017,109002471,283338468,79944249,113533856,136997228,252613872,91449446,78647711,64381568,67795114,49699965,53559197,82593587,69986009
Indonesia,Sumatera Selatan,50,8699118,6576544,6197052,649459,57853,64305,29875,99772,84566,164122,168633,185879,198470,118845,130605,355808,96979,152282,160080,263622,113484,117116,94150,102057,72311,82602,130054,111851,31081472,45676525,19038189,68702201,63916531,138883164,169107486,152168268,150203536,101389165,108045492,280375368,77324427,109557549,130631889,243376859,84473670,73878797,58601894,63939587,47377424,51395260,78851855,66273786
Indonesia,Sumatera Selatan,75,8699118,5195627,5016485,649459,52697,56041,25665,86548,72585,134949,140403,161990,177701,106567,119601,318319,77643,120279,118508,206647,78920,88159,68089,78636,53516,62293,97320,82321,29763746,40620573,16626518,60973159,57048365,116737870,148418660,134542553,138841417,91738336,100997791,256609916,63261801,89722908,98837105,196786632,62009991,56621936,42311925,49869539,38494457,41741004,63628183,52921386
Indonesia,Sumatera Utara,0,7222708,7222708,7222708,391383,55645,40326,37808,73285,76075,67537,52979,66321,122738,94776,101767,91692,57103,94178,58119,90406,82312,76607,60821,58693,70681,59996,82781,81556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Utara,10,7222708,5989436,5897538,391383,54909,39967,37605,72624,74748,66878,52593,65857,121368,93522,100891,89812,53911,87035,53862,81289,76299,68183,53526,51801,61345,51147,68597,67235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Utara,15,7222708,5917699,5811737,391383,54706,39896,37566,72542,74676,66829,52544,65791,121268,93463,100778,89646,53719,86547,53596,80655,75772,67592,53036,51343,60692,50492,67591,66281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Utara,20,7222708,5873783,5774456,391383,54593,39832,37531,72485,74620,66789,52499,65740,121187,93420,100696,89523,53539,86151,53403,80190,75288,67051,52544,50921,60141,50015,66660,65485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Utara,25,7222708,5842781,5725271,391383,54489,39787,37507,72441,74575,66765,52476,65711,121131,93390,100643,89433,53427,85920,53270,79886,75048,66766,52316,50705,59836,49742,66178,65107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sumatera Utara,30,7222708,5784850,5672149,391383,54337,39735,37482,72385,74515,66724,52432,65671,121059,93338,100568,89313,53252,85505,53040,79282,74551,66196,51889,50234,59204,49218,65335,64259,20198258,19718932,17289127,32988896,42128425,36172537,27915975,39202488,70173476,47346780,55309139,46721516,24688366,43983016,27395935,39048200,34312671,30145097,22715314,21464976,27002431,25054722,31631987,31182206
Indonesia,Sumatera Utara,50,7222708,5530366,5371051,391383,53368,39238,37231,71717,73912,66263,51979,65183,120122,92782,99806,88415,52284,83210,51846,76468,72240,63616,49950,48362,56580,46876,61746,60634,20094713,19629178,17241575,32842478,41959862,36039744,27780334,39049917,69850674,47182417,55137447,46479120,24432780,43340875,26975791,38118571,33589093,29314141,22152706,20862836,26334030,24305476,30533617,30167058
Indonesia,Sumatera Utara,75,7222708,4859065,4699970,391383,49833,36978,35747,68397,70901,63614,49420,62573,114978,89019,96699,84669,48739,74515,47537,66336,63694,54227,42947,41564,47344,39299,50414,48973,19364395,18955575,16779212,31808187,40899198,35147011,26860394,38078970,67902135,45995968,54139540,45330581,23478641,41050233,25521823,34603865,30734557,26224229,20068778,18669895,23724926,21776328,27150521,26585633
Indonesia,Yogyakarta,0,317689,317689,317689,1836,85,33,9,76,16,65,21,29,27,143,177,68,51,79,56,92,163,205,108,84,93,59,210,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Yogyakarta,10,317689,184472,160422,1836,84,33,9,72,15,62,21,29,25,143,176,59,33,64,48,75,124,159,83,66,79,42,148,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Yogyakarta,15,317689,170508,138078,1836,83,33,9,72,15,62,19,28,25,143,176,57,30,64,46,73,120,154,79,64,75,40,140,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Yogyakarta,20,317689,162949,134778,1836,83,33,9,72,15,62,18,28,25,143,175,56,30,62,45,71,119,151,77,61,75,39,135,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Yogyakarta,25,317689,149552,126435,1836,83,33,8,71,15,62,18,28,25,143,175,56,29,61,44,71,114,145,73,59,74,37,122,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Yogyakarta,30,317689,133245,116148,1836,83,33,8,70,15,61,18,28,25,143,173,55,27,59,42,67,108,140,69,56,71,36,107,108,44923,16772,4432,34080,7815,32811,9866,14506,13712,97185,111356,30725,13291,29271,22184,35123,59040,69380,37201,30667,40413,20041,56440,62309
Indonesia,Yogyakarta,50,317689,95038,71273,1836,78,31,8,64,13,58,18,26,23,140,166,51,19,45,32,54,83,108,52,44,54,28,76,84,43690,16335,4188,31863,7433,31454,9176,13725,13015,96606,108428,29026,10119,24091,17510,29824,47844,55751,29506,25138,32255,16337,42364,50902
Indonesia,Yogyakarta,75,317689,43514,22103,1836,62,24,6,40,10,44,10,15,17,134,143,37,8,16,14,27,43,46,22,20,24,12,28,40,36732,13196,3137,21436,5823,24954,6292,8604,9984,92934,97987,22270,4746,9760,8710,16326,26745,25339,13393,12700,15790,8536,17747,26378
